data_evento,cliente_id,cliente_nome,plano,valor,tipo_evento
2021-04-18,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2021-05-18,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2021-06-17,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2021-07-17,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2021-08-16,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2021-09-15,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2021-10-15,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2021-11-14,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2021-12-14,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2022-01-13,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2022-02-12,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2022-03-14,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2022-04-13,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2022-05-13,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2022-06-12,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2022-07-12,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2022-08-11,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2022-09-10,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2022-10-10,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2022-11-09,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2022-12-09,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2023-01-08,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2023-02-07,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2023-03-09,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2023-04-08,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2023-05-08,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2023-06-07,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2023-07-07,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2023-08-06,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2023-09-05,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2023-10-05,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2023-11-04,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2023-12-04,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2024-01-03,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2024-02-02,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2024-03-03,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2024-04-02,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2024-05-02,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2024-06-01,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2024-07-01,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2024-07-31,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2024-08-30,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2024-09-29,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2024-10-29,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2024-11-28,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,799.0,Pagamento
2024-12-26,a2b17e9a-8eaf-42be-9d74-e87789bad068,Sousa,Enterprise,0.0,Cancelamento
2021-02-04,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2021-03-06,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2021-04-05,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2021-05-05,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2021-06-04,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2021-07-04,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2021-08-03,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2021-09-02,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2021-10-02,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2021-11-01,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2021-12-01,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2021-12-31,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2022-01-30,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2022-03-01,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2022-03-31,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2022-04-30,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2022-05-30,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2022-06-29,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2022-07-29,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2022-08-28,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2022-09-27,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2022-10-27,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2022-11-26,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2022-12-26,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2023-01-25,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2023-02-24,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2023-03-26,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2023-04-25,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2023-05-25,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2023-06-24,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2023-07-24,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2023-08-23,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2023-09-22,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2023-10-22,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2023-11-21,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2023-12-21,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2024-01-20,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2024-02-19,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2024-03-20,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2024-04-19,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2024-05-19,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2024-06-18,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2024-07-18,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2024-08-17,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2024-09-16,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2024-10-16,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2024-11-15,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2024-12-15,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2025-01-14,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2025-02-13,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2025-03-15,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2025-04-14,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2025-05-14,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2025-06-13,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2025-07-13,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2025-08-12,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2025-09-11,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2025-10-11,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2025-11-10,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2025-12-10,6fea0b6b-eff9-46af-a9a5-0d32c78bb236,Oliveira,Enterprise,799.0,Pagamento
2020-11-11,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2020-12-11,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2021-01-10,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2021-02-09,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2021-03-11,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2021-04-10,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2021-05-10,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2021-06-09,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2021-07-09,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2021-08-08,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2021-09-07,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2021-10-07,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2021-11-06,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2021-12-06,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2022-01-05,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2022-02-04,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2022-03-06,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2022-04-05,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2022-05-05,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2022-06-04,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2022-07-04,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2022-08-03,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2022-09-02,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2022-10-02,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2022-11-01,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2022-12-01,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2022-12-31,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2023-01-30,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2023-03-01,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2023-03-31,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2023-04-30,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2023-05-30,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2023-06-29,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2023-07-29,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2023-08-28,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2023-09-27,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2023-10-27,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2023-11-26,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2023-12-26,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2024-01-25,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2024-02-24,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2024-03-25,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2024-04-24,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2024-05-24,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2024-06-23,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2024-07-23,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2024-08-22,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2024-09-21,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2024-10-21,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2024-11-20,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2024-12-20,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2025-01-19,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2025-02-18,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2025-03-20,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2025-04-19,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2025-05-19,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2025-06-18,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2025-07-18,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2025-08-17,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2025-09-16,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2025-10-16,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2025-11-15,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2025-12-15,0dd83f23-d66b-4a71-aefa-a02f3f5e91a9,da Cruz,Pro,249.0,Pagamento
2020-08-23,1d19b061-b8ab-40b4-a5ff-03308d09f6ca,Ribeiro S/A,Enterprise,799.0,Pagamento
2020-09-22,1d19b061-b8ab-40b4-a5ff-03308d09f6ca,Ribeiro S/A,Enterprise,799.0,Pagamento
2020-10-22,1d19b061-b8ab-40b4-a5ff-03308d09f6ca,Ribeiro S/A,Enterprise,799.0,Pagamento
2020-11-21,1d19b061-b8ab-40b4-a5ff-03308d09f6ca,Ribeiro S/A,Enterprise,799.0,Pagamento
2020-12-21,1d19b061-b8ab-40b4-a5ff-03308d09f6ca,Ribeiro S/A,Enterprise,799.0,Pagamento
2021-01-18,1d19b061-b8ab-40b4-a5ff-03308d09f6ca,Ribeiro S/A,Enterprise,0.0,Cancelamento
2021-04-25,8d962ed0-6911-49fa-8fe7-fe75d5251fcb,Abreu S/A,Pro,249.0,Pagamento
2021-05-25,8d962ed0-6911-49fa-8fe7-fe75d5251fcb,Abreu S/A,Pro,249.0,Pagamento
2021-06-24,8d962ed0-6911-49fa-8fe7-fe75d5251fcb,Abreu S/A,Pro,249.0,Pagamento
2021-07-24,8d962ed0-6911-49fa-8fe7-fe75d5251fcb,Abreu S/A,Pro,249.0,Pagamento
2021-08-23,8d962ed0-6911-49fa-8fe7-fe75d5251fcb,Abreu S/A,Pro,249.0,Pagamento
2021-09-22,8d962ed0-6911-49fa-8fe7-fe75d5251fcb,Abreu S/A,Pro,249.0,Pagamento
2021-10-22,8d962ed0-6911-49fa-8fe7-fe75d5251fcb,Abreu S/A,Pro,249.0,Pagamento
2021-11-21,8d962ed0-6911-49fa-8fe7-fe75d5251fcb,Abreu S/A,Pro,249.0,Pagamento
2021-12-21,8d962ed0-6911-49fa-8fe7-fe75d5251fcb,Abreu S/A,Pro,249.0,Pagamento
2022-01-20,8d962ed0-6911-49fa-8fe7-fe75d5251fcb,Abreu S/A,Pro,249.0,Pagamento
2022-02-19,8d962ed0-6911-49fa-8fe7-fe75d5251fcb,Abreu S/A,Pro,249.0,Pagamento
2022-03-21,8d962ed0-6911-49fa-8fe7-fe75d5251fcb,Abreu S/A,Pro,249.0,Pagamento
2022-04-20,8d962ed0-6911-49fa-8fe7-fe75d5251fcb,Abreu S/A,Pro,249.0,Pagamento
2022-05-20,8d962ed0-6911-49fa-8fe7-fe75d5251fcb,Abreu S/A,Pro,249.0,Pagamento
2022-06-17,8d962ed0-6911-49fa-8fe7-fe75d5251fcb,Abreu S/A,Pro,0.0,Cancelamento
2020-11-07,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2020-12-07,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2021-01-06,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2021-02-05,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2021-03-07,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2021-04-06,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2021-05-06,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2021-06-05,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2021-07-05,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2021-08-04,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2021-09-03,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2021-10-03,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2021-11-02,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2021-12-02,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2022-01-01,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2022-01-31,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2022-03-02,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2022-04-01,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2022-05-01,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2022-05-31,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2022-06-30,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2022-07-30,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2022-08-29,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2022-09-28,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2022-10-28,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2022-11-27,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2022-12-27,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2023-01-26,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2023-02-25,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2023-03-27,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2023-04-26,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,99.0,Pagamento
2023-05-24,3e61010e-9281-461f-8dd0-055bdf57fdb6,Pimenta,Basic,0.0,Cancelamento
2020-10-24,cf65a337-56ae-4e3d-b9da-1e3f45c6ae7a,Sampaio,Pro,249.0,Pagamento
2020-11-23,cf65a337-56ae-4e3d-b9da-1e3f45c6ae7a,Sampaio,Pro,249.0,Pagamento
2020-12-23,cf65a337-56ae-4e3d-b9da-1e3f45c6ae7a,Sampaio,Pro,249.0,Pagamento
2021-01-22,cf65a337-56ae-4e3d-b9da-1e3f45c6ae7a,Sampaio,Pro,249.0,Pagamento
2021-02-21,cf65a337-56ae-4e3d-b9da-1e3f45c6ae7a,Sampaio,Pro,249.0,Pagamento
2021-03-23,cf65a337-56ae-4e3d-b9da-1e3f45c6ae7a,Sampaio,Pro,249.0,Pagamento
2021-04-22,cf65a337-56ae-4e3d-b9da-1e3f45c6ae7a,Sampaio,Pro,249.0,Pagamento
2021-05-22,cf65a337-56ae-4e3d-b9da-1e3f45c6ae7a,Sampaio,Pro,249.0,Pagamento
2021-06-21,cf65a337-56ae-4e3d-b9da-1e3f45c6ae7a,Sampaio,Pro,249.0,Pagamento
2021-07-21,cf65a337-56ae-4e3d-b9da-1e3f45c6ae7a,Sampaio,Pro,249.0,Pagamento
2021-08-20,cf65a337-56ae-4e3d-b9da-1e3f45c6ae7a,Sampaio,Pro,249.0,Pagamento
2021-09-19,cf65a337-56ae-4e3d-b9da-1e3f45c6ae7a,Sampaio,Pro,249.0,Pagamento
2021-10-19,cf65a337-56ae-4e3d-b9da-1e3f45c6ae7a,Sampaio,Pro,249.0,Pagamento
2021-11-18,cf65a337-56ae-4e3d-b9da-1e3f45c6ae7a,Sampaio,Pro,249.0,Pagamento
2021-12-16,cf65a337-56ae-4e3d-b9da-1e3f45c6ae7a,Sampaio,Pro,0.0,Cancelamento
2021-02-26,f4f73e27-4cbb-414f-affd-173416e919de,Novais,Pro,249.0,Pagamento
2021-03-28,f4f73e27-4cbb-414f-affd-173416e919de,Novais,Pro,249.0,Pagamento
2021-04-27,f4f73e27-4cbb-414f-affd-173416e919de,Novais,Pro,249.0,Pagamento
2021-05-27,f4f73e27-4cbb-414f-affd-173416e919de,Novais,Pro,249.0,Pagamento
2021-06-26,f4f73e27-4cbb-414f-affd-173416e919de,Novais,Pro,249.0,Pagamento
2021-07-26,f4f73e27-4cbb-414f-affd-173416e919de,Novais,Pro,249.0,Pagamento
2021-08-25,f4f73e27-4cbb-414f-affd-173416e919de,Novais,Pro,249.0,Pagamento
2021-09-24,f4f73e27-4cbb-414f-affd-173416e919de,Novais,Pro,249.0,Pagamento
2021-10-24,f4f73e27-4cbb-414f-affd-173416e919de,Novais,Pro,249.0,Pagamento
2021-11-23,f4f73e27-4cbb-414f-affd-173416e919de,Novais,Pro,249.0,Pagamento
